"Iteration","Cl Monitor: Cl Monitor"
1.0,73.6104593525213
2.0,44.88172483429638
3.0,8.574363344385944
4.0,1.4950570467363995
5.0,0.9232050776178524
6.0,-0.07948253108072136
7.0,-0.476830010194506
8.0,-0.4928325119170106
9.0,0.4311719492557417
10.0,0.993458732040497
11.0,1.6147867126223643
12.0,2.5776735519089238
13.0,2.599912875637379
14.0,2.5601680757866707
15.0,2.533308056505464
16.0,2.2622589419901216
17.0,2.2217942435413804
18.0,2.170170271839865
19.0,1.8383538198621758
20.0,1.8059796311253724
21.0,1.77903458460229
22.0,1.6855698424019114
23.0,1.6853969362726617
24.0,1.691929230057763
25.0,1.773163040355499
26.0,1.7833120938100298
27.0,1.794360642591113
28.0,1.8061461644630898
29.0,1.8175772950190403
30.0,1.8282392059276686
31.0,1.845475668351287
32.0,1.8514268974045873
33.0,1.8601132662279416
34.0,1.865081930203293
35.0,1.8642767912231673
36.0,1.8594033930990232
37.0,1.853345005834613
38.0,1.8477494717986513
39.0,1.841160779159776
40.0,1.8343795752758199
41.0,1.827535325264379
42.0,1.8209133926490466
43.0,1.8153344264532463
44.0,1.8113163328676727
45.0,1.808748156646983
46.0,1.8074556110194877
47.0,1.808098893460033
48.0,1.8124385692557452
49.0,1.8151359837285765
50.0,1.8210603590963055
51.0,1.8260688453959684
52.0,1.8323330961932864
53.0,1.839090562730548
54.0,1.8464611595246474
55.0,1.8540016461278666
56.0,1.8615423272508942
57.0,1.8682625676648095
58.0,1.8746397661602119
59.0,1.881658774089709
60.0,1.8859352409387984
61.0,1.8893128619237944
62.0,1.892701679639746
63.0,1.8941746147994685
64.0,1.8949305275098918
65.0,1.8946720802209345
66.0,1.89431744015589
67.0,1.8940842925651866
68.0,1.8936435521138293
69.0,1.8926916728993153
70.0,1.8917334245996313
71.0,1.890971829051898
72.0,1.8906695789185968
73.0,1.8907053931931197
74.0,1.8916100000228921
75.0,1.8927176941075452
76.0,1.8960210758165457
77.0,1.898167590027416
78.0,1.9036902975807668
79.0,1.9070004543647492
80.0,1.9144591684597805
81.0,1.9191830631098117
82.0,1.9295147314455763
83.0,1.9380910824948028
84.0,1.9507329187391884
85.0,1.9632397811407116
86.0,1.9746584912492122
87.0,1.9892870276286807
88.0,1.9996460157970166
89.0,2.0146918018247555
90.0,2.0236359434201567
91.0,2.0399481149663177
92.0,2.056309521154101
93.0,2.0738368980787922
94.0,2.0921987167051697
95.0,2.110755033338247
96.0,2.140804417306819
97.0,2.1524165343726547
98.0,2.1855634640152672
99.0,2.198088163425267
100.0,2.222524757560703
101.0,2.2380026291720077
102.0,2.265396465955158
103.0,2.2732171587115726
104.0,2.289153495212603
105.0,2.3039936283105558
106.0,2.313726625852437
107.0,2.32585075259021
108.0,2.3338822882192223
109.0,2.340211113495049
