"Iteration","Cd Monitor: Cd Monitor"
1.0,75.70979119457581
2.0,39.19912563926818
3.0,8.475425215808084
4.0,5.779111918946547
5.0,-1.5676254487877435
6.0,-1.654980852366104
7.0,0.42148728642411604
8.0,0.7060955240408012
9.0,1.7110258438087338
10.0,1.7500075085845126
11.0,2.1338977094836795
12.0,2.114138576184421
13.0,2.040743134130637
14.0,2.0099435439985895
15.0,1.7897197292309952
16.0,1.7499078522263403
17.0,1.6018166056803975
18.0,1.5741590045370095
19.0,1.3761895908597723
20.0,1.368210422304877
21.0,1.3651649908677996
22.0,1.3666969407165128
23.0,1.3861877996569747
24.0,1.4262356350195213
25.0,1.4652623067807866
26.0,1.4941607247693889
27.0,1.5141996832167062
28.0,1.5201621498723237
29.0,1.5198633604098957
30.0,1.5128709608283408
31.0,1.5006520756844277
32.0,1.484491867629533
33.0,1.4659654176415164
34.0,1.4450429456690033
35.0,1.4295442866597567
36.0,1.4122652609941722
37.0,1.3950721549172163
38.0,1.3829992746311532
39.0,1.3624517019021012
40.0,1.3538754617658963
41.0,1.3420617795066792
42.0,1.3327687757461324
43.0,1.3272249013678918
44.0,1.3231654737098206
45.0,1.3198803031929995
46.0,1.316457909463661
47.0,1.3115929243203486
48.0,1.3059133125285356
49.0,1.298923193607197
50.0,1.2917772411286939
51.0,1.2833179898405052
52.0,1.2741038181670359
53.0,1.2652428815878163
54.0,1.256836618932142
55.0,1.2486970693125379
56.0,1.2420002245848905
57.0,1.2362898946531065
58.0,1.2316353230244488
59.0,1.2278912122008325
60.0,1.2251276559046658
61.0,1.222776219097051
62.0,1.2210448162770753
63.0,1.2199345310707606
64.0,1.2197276319344268
65.0,1.2201985357944558
66.0,1.2210288476953903
67.0,1.221934516181657
68.0,1.2231509630918558
69.0,1.224778311154057
70.0,1.226144793648925
71.0,1.2271442379851272
72.0,1.2286992797676037
73.0,1.2308480489811555
74.0,1.2340240359445676
75.0,1.238088456970334
76.0,1.247133649053299
77.0,1.2540942598707083
78.0,1.2763827050552252
79.0,1.2838928745443152
80.0,1.3062515203747134
81.0,1.3147149027338416
82.0,1.337688268204808
83.0,1.3462622199169767
84.0,1.374049703065129
85.0,1.3842585492382584
86.0,1.403690077277537
87.0,1.4158500063007773
88.0,1.4383520295529304
89.0,1.4439546382312995
90.0,1.4559451167182123
91.0,1.4613680034478311
92.0,1.4713739712980647
93.0,1.4755843479496935
94.0,1.4804013967689567
95.0,1.4820470093485831
96.0,1.482507448691874
97.0,1.480524291256134
98.0,1.4753845029807429
99.0,1.467514819223986
100.0,1.457036562983347
101.0,1.440834827029716
